danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.332,0.214,-12.518,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,4eHbdreAnSOrDDsFfc4Fpm,271093
0.696,0.521,-6.635,0.0343,0.189,0.0,0.117,0.552,134.28,3fQtdmVB0cAe4Hs9e5bVQb,278600
0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,09CtPGIpYB4BrO8qb1RGsF,200787
0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,40EB7ABUO6MoWMUwPKptJ7,260533
0.715,0.715,-7.364,0.0904,0.0526,0.0,0.0936,0.506,134.923,72FNf7DAlWLmuHiLTBcNHY,238747
0.537,0.485,-8.131,0.0332,0.102,3.83e-06,0.319,0.293,152.012,5qrG9Ea6hen3VavTg9vQz9,224813
0.597,0.604,-10.154,0.222,0.141,0.0,0.172,0.951,72.704,1hUekE1ArfXmZGK3eeb5Pb,170027
0.659,0.509,-9.973,0.302,0.0828,0.0,0.0883,0.814,170.018,7JWhY8NNacYumQkkxmrL0B,166613
0.473,0.52,-6.451,0.0445,0.512,0.0,0.111,0.244,160.103,4WywzuZVYhzBVt4Y8pcNCg,244500
0.544,0.836,-3.283,0.152,0.064,0.0,0.0575,0.871,82.121,32zosyJfJHWIHKDUPDkfPy,224769
0.521,0.673,-8.685,0.0284,0.00573,0.0,0.12,0.543,108.031,5vYA1mW9g2Coh1HUFUSmlb,225947
0.371,0.845,-4.199,0.0399,0.00753,0.0,0.0556,0.471,112.198,0eG5CqXwJpa5MBjYyg1lRm,213200
0.579,0.776,-5.365,0.173,0.0749,0.0,0.239,0.434,136.044,7aftSOGSOpSoIlVAQVBb71,229880
0.773,0.358,-10.634,0.044,0.794,0.0,0.104,0.756,124.934,5YNf9s8WE3iF33YaFNrgpa,203800
0.761,0.639,-7.577,0.0539,0.0359,0.0,0.0945,0.922,164.088,47TqCCnEliDp8NRDyIQoQq,219120
0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,0FDzzruyVECATHXKHFs9eJ,267867
0.614,0.601,-6.392,0.0386,0.774,0.841,0.117,0.514,122.999,31bFScdagROA4K43odDYhX,329413
0.711,0.292,-15.523,0.037,0.313,0.0,0.131,0.194,103.951,2M9ro2krNb7nr7HSprkEgo,296800
0.627,0.675,-5.477,0.0526,0.00438,0.0,0.0766,0.519,89.973,3rYil4c9oKuTVUBquB1izZ,282867
0.681,0.593,-9.327,0.0251,0.435,0.000117,0.106,0.731,115.058,7hR5toSPEgwFZ78jfHdANM,250373
0.549,0.835,-2.632,0.0656,0.0692,0.0,0.212,0.423,126.08,33lXq3csEWwYNn6x0sM3Et,212619
0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,5r5cp9IpziiIsR6b93vcnQ,198440
0.533,0.376,-11.913,0.0393,0.0302,0.248,0.0926,0.187,165.007,2EqlS6tkEnglzr7tkKAAYD,259947
0.63,0.516,-5.759,0.0379,0.736,0.0,0.264,0.254,143.786,0lYtIvI7bO51PZSeK22Mbz,229990
0.58,0.526,-6.664,0.0313,0.221,0.0,0.0959,0.2,101.89,3DkaXDmC0qaFNAxgLMuwX4,304427
0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,3vv9phIu6Y1vX3jcqaGz5Z,226739
0.583,0.695,-5.336,0.0423,0.0141,0.0,0.0527,0.224,104.879,0g5EKLgdKvNlln7TNqBByK,220573
0.775,0.68,-5.508,0.0629,0.00906,0.0,0.109,0.656,114.025,7oGZAicScQt96OAW4AruYy,207719
0.648,0.736,-7.948,0.0385,0.0444,0.000137,0.171,0.378,103.027,7gBj0VgcuAgkXkiRRYvSmK,239465
0.679,0.576,-6.609,0.0402,0.261,0.000113,0.366,0.348,154.09,0j0DNujXWeupLpZobbABoo,236683
0.707,0.497,-10.955,0.031,0.539,0.16,0.109,0.227,126.019,3FRkeGIeEjSmwcKLIIajRS,208000
0.73,0.551,-8.172,0.152,0.208,0.000121,0.181,0.604,168.118,18vdhCWxqPohnPwicDi3Xr,289160
0.756,0.674,-6.518,0.0959,0.0184,0.0,0.158,0.389,111.995,40YcuQysJ0KlGQTeGUosTC,251467
0.623,0.487,-7.954,0.113,0.0322,0.0,0.146,0.507,138.893,2bppvcuQhuMcJZHtM9So7r,309040
0.573,0.712,-5.976,0.0732,0.0572,0.0,0.167,0.346,140.012,5j0McHPthKpOXRr3fBq8M0,259720
0.664,0.714,-6.645,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,0vbtURX4qv1l7besfwmnD8,197933
0.745,0.869,-4.375,0.0444,0.00193,0.0,0.0799,0.814,104.015,4lqEFIB9YZl8BwR99L5H3b,168641
0.776,0.475,-9.459,0.0313,0.012,3.08e-05,0.156,0.415,119.99,2HDhsfCmbVjLHYXK32jaCC,190846
0.771,0.72,-5.671,0.103,0.258,0.0,0.137,0.794,103.092,2ESNJZExcQw1BAmmA8Ct3j,178515
0.66,0.623,-7.321,0.152,0.0851,0.0,0.0841,0.736,179.986,2IyL2CyHoenwQLds5jSuqK,200720
0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,208373
0.468,0.627,-5.085,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,698ItKASDavgwZ3WjaWjtz,212107
0.572,0.572,-8.324,0.3,0.254,0.0,0.191,0.61,94.897,5203pcq3cNteJuOVhIEnt6,207187
0.346,0.597,-6.563,0.0801,0.066,2.34e-06,0.101,0.324,70.809,4xisQDP6YDwBEDW5DVuj5p,269773
0.52,0.342,-14.194,0.273,0.479,3.17e-05,0.0951,0.147,172.025,4XvVlo022qSUB6S2SP4VJV,251280
0.499,0.72,-9.101,0.0286,0.00466,0.00303,0.122,0.652,96.103,0kr6d8wHDQPlzuET33NVn6,217680
0.678,0.414,-10.144,0.0498,0.366,3.78e-06,0.0885,0.355,130.031,3Txcx4jhuiTZSvhAL0WaRc,243133
0.653,0.675,-6.308,0.213,0.119,0.0,0.483,0.797,92.832,4wM4c5ly3GR4YYgWSePlSG,267156
0.492,0.275,-13.4,0.3,0.687,0.0,0.101,0.18,92.6,7vRriwrloYVaoAe3a9wJHe,251034
0.716,0.34,-9.876,0.0282,0.488,2.73e-05,0.11,0.372,126.921,0IR0twnckQoKMgbnPf5uw0,247467
0.632,0.513,-8.246,0.0336,0.377,0.0,0.118,0.185,116.632,4Gmkqn3V7IMTkOmmiX7cbb,329800
0.418,0.724,-3.724,0.0964,0.213,0.0,0.112,0.604,78.521,0PJIbOdMs3bd5AT8liULMQ,238320
0.42,0.672,-7.902,0.027,0.0067,0.0,0.108,0.476,168.019,2KVwlelhxKUy8LVV6JypH3,238667
0.442,0.793,-5.152,0.0347,0.0456,0.0,0.328,0.437,80.985,66s45uMhk7Y4z0xUgESdm3,237267
0.538,0.775,-5.48,0.0291,0.0053,0.0,0.0807,0.614,154.889,6wfTb2he5ANMQSFnlamnyi,182213
0.691,0.454,-9.13,0.0256,0.437,0.00227,0.0783,0.35,135.839,1t2hJFgJyUPD2crOafMUEk,242840
0.481,0.94,-5.204,0.066,0.000891,0.0,0.0939,0.66,96.493,3mNecsYFb6LQg7822DPXCP,189333
0.59,0.468,-11.083,0.185,0.0789,0.0,0.101,0.349,92.287,3O8NlPh2LByMU9lSRSHedm,245227
0.453,0.395,-11.273,0.0387,0.734,0.04,0.106,0.0577,147.989,4ZLBT6KfMbo7KWqCBFGbJW,224875
0.488,0.601,-8.972,0.0761,0.873,0.903,0.159,0.0515,94.932,5oXFzx0ZQ8WCQ8X9RPD4AR,245684
0.445,0.427,-11.722,0.0797,0.707,0.167,0.325,0.0963,95.072,1VhONsFu2u1Giv21EXh86K,306000
0.555,0.717,-5.114,0.0269,0.0414,0.0,0.116,0.374,112.03,2n6FX3Jcg4b4Leoz0GOqBF,208507
0.684,0.455,-8.216,0.0307,0.215,1.08e-06,0.263,0.487,97.956,174rZBKJAqD10VBnOjlQQ3,216893
0.509,0.72,-6.935,0.0682,0.196,0.0,0.284,0.505,130.063,3lMgczyYCjVDpJX8Wl2ilu,288387
0.661,0.881,-6.226,0.0887,0.0698,3.19e-05,0.364,0.58,119.972,5CGDrFkXmbdetIgUt77V9g,227360
0.565,0.849,-3.516,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,6s3GEN8wK0OMzzzZbXj0fu,212647
0.697,0.4,-5.888,0.0511,0.106,0.0,0.102,0.443,179.007,3WjyiSbfR74pjWXQ3IaFKJ,245520
0.661,0.419,-9.807,0.0404,0.114,1.19e-05,0.0848,0.145,144.98,4JuZQeSRYJfLCqBgBIxxrR,195307
0.8,0.825,-6.552,0.034,0.0559,2.18e-06,0.141,0.903,100.035,0Uqs7ilt5kGX9NzFDWTBrP,232667
0.804,0.801,-4.892,0.0305,0.275,3.29e-05,0.215,0.826,98.12,3UpS7kBnkVQYG13pDDFTC4,221107
0.568,0.782,-5.968,0.0396,0.0799,0.0,0.0985,0.481,141.942,0AiTIiCQ15NW8QHQwSxKuR,267227
0.4,0.754,-3.899,0.0348,0.0186,0.0,0.316,0.231,160.031,13J4KuQoJaf0ubp9gzPuFo,216653
0.532,0.407,-9.658,0.0233,0.235,0.0,0.117,0.23,83.207,4WUnM4KNZ0kjp0CUeoyOnS,259853
0.635,0.712,-4.998,0.0283,0.0811,0.0,0.322,0.423,91.024,70d8omRI2p7qesFOiy55Ro,257960
0.817,0.584,-9.785,0.174,0.432,0.00609,0.225,0.501,99.947,0UN5OvKlbg06LnZyVk48ll,229373
0.525,0.652,-7.042,0.28,0.278,0.0,0.339,0.602,127.673,5qrzhg9Fmu8Amg2uMhHfe5,337640
0.666,0.735,-4.672,0.0893,0.0249,1.17e-06,0.116,0.525,170.019,1b35FOi7sGT4CxwXs714o5,196638
0.956,0.398,-7.803,0.122,0.0599,0.0,0.0615,0.863,103.825,5Zux7KcCEvCdQIPw8uqkbq,202947
0.649,0.503,-8.321,0.047,0.0939,0.0,0.303,0.538,75.037,4UC4H4vX3bJtcgtKR0ZCFJ,225627
0.753,0.665,-7.771,0.0473,0.279,4.01e-05,0.11,0.593,140.049,6GXSZaHXyN3QJ7QeoMQSw3,249161
0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960
0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,6i0V12jOa3mr6uu4WYhUBr,195920
0.501,0.519,-5.88,0.0409,0.109,0.0,0.454,0.168,133.99,23L5CiUhw2jV1OIMwthR3S,195707
0.601,0.753,-5.862,0.212,0.274,0.0,0.104,0.591,179.913,4R7WhRhVMCWqXDBSjiDyMU,193387
0.506,0.886,-3.225,0.0655,0.0916,0.0,0.0734,0.595,143.935,03fT3OHB9KyMtGMt2zwqCT,226867
0.803,0.64,-6.666,0.0438,0.0343,1.72e-06,0.0833,0.803,123.989,1LGqzzZxPXrdMiZLjgqXNN,222026
0.632,0.622,-5.0,0.238,0.347,0.0,0.12,0.436,87.008,0bRC5Nz8wXtJCDkueKRhHY,222000
0.686,0.599,-4.487,0.0512,0.311,6.41e-05,0.065,0.401,94.014,7lk31YBNZcUU4CjhRBZ4jz,220853
0.64,0.719,-6.041,0.0458,0.0481,0.0,0.072,0.611,149.918,2OJBM9ftQzYjLfCwUhjsQG,242667
0.723,0.639,-2.968,0.0308,0.0396,0.0,0.125,0.544,105.518,0pj1IVRbwrFGnjn2FQ22r3,216120
0.735,0.43,-9.532,0.0349,0.573,0.0,0.111,0.522,129.942,0Vw98EX4aRLiBcNbeUYst9,189660
0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,75JFxkI2RXiU7L9VXzMkle,309600
0.706,0.713,-5.512,0.0301,0.0596,0.0,0.132,0.544,102.037,7sapKrjDij2fpDVj0GxP66,257133
0.656,0.567,-2.638,0.0386,0.00199,1.29e-06,0.106,0.385,168.251,0ehxWIhybOYQ3acRhmcNVF,255253
0.291,0.79,-5.683,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,6vrUTGn5p8IrfTZ0J6sIVM,289907
0.464,0.701,-5.943,0.0341,0.0691,0.00182,0.0766,0.407,73.97,1G8jae4jD8mwkXdodqHsBM,270000
0.42,0.895,-4.155,0.0614,0.00103,0.000207,0.356,0.577,108.832,4u0mNH2fqIoeeyGff3NLrx,189547
0.55,0.581,-6.253,0.0325,0.367,0.0,0.122,0.475,165.981,2Dp2LRrY71XIfLe3co2Qnh,283507
0.6,0.544,-8.863,0.0358,0.441,0.0,0.255,0.32,83.992,4mljNnZ2eaXKSbEAOzLlLE,282960
0.662,0.716,-4.942,0.117,0.12,0.0,0.396,0.727,102.1,6j3i8yVetAyxX8vUIfoz70,219488
0.829,0.514,-6.694,0.037,0.203,0.000157,0.115,0.397,114.955,7MkysLvt3L8UFji2PceoFU,244340
0.662,0.586,-8.821,0.0307,0.097,0.00272,0.115,0.296,90.0,2rizacJSyD9S1IQUxUxnsK,194080
0.651,0.601,-5.097,0.0497,0.39,0.0,0.0882,0.512,133.954,7k802XMtsF57i4WS2M2MGg,201422
0.697,0.691,-4.757,0.146,0.214,0.0,0.185,0.305,137.853,1PSBzsahR2AKwLJgx8ehBj,239293
0.59,0.833,-6.503,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,2DRMuw0U0QbkVQxWxdJV3M,240439
0.389,0.665,-6.169,0.0644,0.178,0.000732,0.116,0.199,117.055,1RGsZfUwt2a6yLzL2yoj1X,193547
0.403,0.724,-6.064,0.246,0.377,0.0,0.0927,0.428,97.133,2FWquqPNxte8iqZ3ATQG0p,216786
0.467,0.417,-10.614,0.074,0.421,0.000202,0.102,0.171,120.021,0NWqNXBJTpXbkI5rPWNy3p,321027
0.752,0.606,-7.162,0.0912,0.207,1.26e-06,0.152,0.409,93.024,6LJFgCd9wU2VptHEwz2Wl3,244720
0.675,0.783,-6.284,0.0365,0.134,0.0,0.122,0.4,120.018,5H0ajL4EHsrcAEGESo2Lzx,229973
0.715,0.655,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078,2g7uRZ68eLtv74XrxgdT2q,207333
0.928,0.481,-9.35,0.287,0.105,0.0,0.176,0.613,134.007,343YBumqHu19cGoGARUTsd,210937
0.529,0.838,-2.619,0.212,0.337,0.0,0.127,0.355,88.052,3m62bJJXGyQKdR9XyRocnl,238960
0.778,0.533,-8.448,0.19,0.323,3.91e-05,0.091,0.445,94.027,6KqJe8tNKU6HAdFkyY2PE6,178085
0.578,0.574,-6.209,0.0454,0.196,0.0,0.083,0.301,174.152,0kN8xEmgMW9mh7UmDYHlJP,261240
0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066,0KKkJNfGyhkQ5aFogxQAPU,206693
0.612,0.28,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,0nJW01T7XtvILxQgC5J7Wh,213827
0.614,0.562,-6.958,0.0384,0.0216,0.0157,0.264,0.231,151.841,7sU6BDmS1qwb78OpUMARPb,186653
0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,7qiZfU4dY1lWllzX7mPBI3,233713
0.646,0.644,-6.763,0.031,0.0243,0.0,0.0888,0.251,99.999,15vzANxN8G9wWfwAJLLMCg,221520
0.634,0.525,-8.968,0.47,0.0705,0.0,0.0729,0.49,130.271,1Bqxj0aH5KewYHKUg1IdrF,222467
0.745,0.353,-10.614,0.0983,0.174,0.00662,0.118,0.598,160.111,0WtDGnWL2KrMCk0mI1Gpwz,326933
0.503,0.761,-4.477,0.0513,0.0352,0.00521,0.0952,0.431,149.941,0vxudxUod8FTiwE6dYohiH,267200
0.657,0.703,-3.402,0.0753,0.222,0.0,0.256,0.338,122.381,0Zx8khUcEfCFK2AEoIhC92,214693
0.675,0.501,-6.183,0.22,0.0541,0.0,0.429,0.532,139.861,41PWz0hAiU9FqsmjR9Wh62,260600
0.367,0.452,-10.422,0.0307,0.0353,0.00228,0.689,0.189,113.066,54X78diSLoUDI3joC2bjMz,520787
0.584,0.54,-7.786,0.0576,0.0895,0.0,0.261,0.195,137.972,3ebXMykcMXOcLeJ9xZ17XH,220883
0.56,0.551,-5.446,0.0563,0.445,0.0,0.163,0.263,119.777,476j7IDRIDRvv1Xu71EVc8,233337
0.59,0.749,-6.246,0.0345,0.333,2.55e-05,0.0986,0.486,117.982,3VVuTYI50T7t0zznR91LNG,208467
0.431,0.377,-9.753,0.0288,0.749,0.0,0.211,0.353,173.67,7cpCU3Denug5NGZsSpQl8v,213627
0.479,0.717,-5.459,0.0605,0.0488,0.000333,0.102,0.253,163.989,31L9yLXSj6LpCFupyMV6CR,405320
0.751,0.647,-7.887,0.241,0.211,0.0,0.265,0.355,104.022,7e6FvCvngX5job1PUYIIIL,184840
0.662,0.748,-3.041,0.268,0.688,8.43e-06,0.0841,0.535,82.331,6Nq5lE0CeOAAAqN4qhkbZU,239027
0.765,0.356,-5.556,0.195,0.223,0.0,0.0963,0.189,96.991,3pXF1nA74528Edde4of9CC,198293
0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,3eR23VReFzcdmS7TYCrhCe,220781
0.761,0.386,-6.158,0.0399,0.355,0.0,0.0953,0.526,134.943,51ChrwmUPDJvedPQnIU8Ls,238440
0.732,0.458,-7.225,0.0311,0.447,0.0,0.136,0.661,98.938,7mldq42yDuxiUNn08nvzHO,165387
0.522,0.385,-7.355,0.0288,0.536,0.0,0.135,0.236,89.792,2RttW7RAu5nOAfq6YFvApB,207520
0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,5vlEg2fT4cFWAqU5QptIpQ,182307
0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,5mCPDVBb16L4XQwDdbRUpz,298941
0.76,0.303,-11.362,0.0284,0.238,8.09e-06,0.294,0.15,99.991,0wfbD5rAksdXUzRvMfM3x5,177573
0.843,0.4,-5.576,0.103,0.49,0.0,0.125,0.927,100.728,5ULRlgiSPSKTaJN1vU9yso,223573
0.636,0.355,-7.047,0.0665,0.794,0.0,0.374,0.738,99.295,78loPG2VNA0Lg0vjumMfeD,231583
0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952,77loZpT5Y5PRP1S451P9Yz,232800
0.433,0.59,-6.056,0.0617,0.0173,0.0,0.252,0.289,179.774,46Skl3iBSDTR3yL4b2hFCH,178333
0.684,0.467,-11.92,0.526,0.348,1.04e-06,0.127,0.443,79.991,3rtwdAFtZQiFu1WT0dUVjG,278714
0.736,0.449,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,152lZdxL1OR0ZMW6KquMif,219080
0.739,0.448,-10.28,0.138,0.189,0.0,0.118,0.553,81.044,248OFOZef6ShXv6DGgbnxU,206533
0.658,0.623,-6.934,0.0398,0.0683,0.0,0.321,0.207,100.436,312WNtMs3F28cUukaPY9bo,250747
0.771,0.466,-8.651,0.0308,0.0314,0.000761,0.31,0.245,110.011,6AIte2Iej1QKlaofpjCzW1,419500
0.616,0.243,-13.975,0.103,0.284,0.149,0.264,0.56,183.948,3uSSjnDMmoyERaAK9KvpJR,200223
0.612,0.55,-6.211,0.0533,0.0588,0.0,0.0909,0.095,144.83,6pNX8XgYqVHYSoVNF81NKR,251750
0.38,0.438,-5.526,0.0962,0.0259,1.29e-05,0.154,0.349,179.404,1gXBi2I04CLJkTQnhNfEJT,203813
0.614,0.472,-6.626,0.0297,0.158,0.0,0.111,0.168,146.005,0xwPzLmBAYro8BUz7MrtAo,225693
0.579,0.508,-9.484,0.027,0.00574,0.000494,0.0575,0.609,147.125,40riOy7x9W7GXjyGp4pjAv,391376
0.733,0.521,-3.657,0.0457,0.107,0.0,0.0692,0.525,112.913,3OUApyz3jDB3syGUNGqB1d,294693
0.611,0.644,-7.607,0.0553,0.124,0.0,0.124,0.13,105.969,6jA8HL9i4QGzsj6fjoxp8Y,221904
0.62,0.574,-7.788,0.0479,0.569,0.0,0.19,0.357,100.023,5tz69p7tJuGPeMGwNTxYuV,250173
0.534,0.613,-7.41,0.0591,0.234,0.0,0.227,0.528,144.878,265zv3IDBskSIkvgPOSiGQ,194893
0.609,0.668,-4.284,0.0367,0.0552,0.0,0.167,0.811,80.924,3DXncPQOG4VBw3QHh3S817,288600
0.67,0.585,-4.861,0.0354,0.107,1.11e-06,0.131,0.447,110.03,7i2DJ88J7jQ8K7zqFX2fW8,214802
0.615,0.377,-7.931,0.0631,0.801,0.0,0.169,0.253,138.062,0OgBdN4vdRiYkGl2jsovBf,240693
0.643,0.843,-6.247,0.0514,0.261,0.0,0.0947,0.883,83.016,49eAIPivcw5idA57ZWnp5h,237373
0.642,0.727,-5.625,0.0342,0.193,0.0,0.112,0.783,86.398,7nh4vgAMPAETo1QLmeFYrJ,206800
0.589,0.384,-15.075,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,1JQ6Xm1JrvHfvAqhl5pwaA,256427
0.392,0.825,-2.068,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,77hjM9bMmgfTGJXv14UFmi,243253
0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,3B54sVLJ402zGa6Xm4YGNe,233902
0.796,0.477,-7.161,0.108,0.314,0.0,0.12,0.685,119.928,7z3N2W7Xz1t2G2sAO8wFVH,231933
0.59,0.671,-6.098,0.0706,0.0484,0.0,0.0604,0.438,149.982,32bqxZEJRJObeNyc8bEiPt,169801
0.523,0.828,-4.696,0.0762,0.0136,0.000255,0.165,0.476,96.952,1u0l8zWpQeMYStFkc2mLD7,214827
0.644,0.753,-4.296,0.0391,0.0279,0.00227,0.108,0.209,117.148,635mzxhITS1xY3AVSLKgyD,211773
0.64,0.864,-6.576,0.0314,0.00832,0.0,0.123,0.701,102.026,42et6fnHCw1HIPSrdPprMl,268360
0.478,0.854,-5.454,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,1A5V1sxyCLpKJezp75tUXn,274160
0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,2aibwv5hGXSgw7Yru8IYTO,334667
0.735,0.626,-5.886,0.0281,0.585,0.0,0.238,0.732,97.015,4IuP52dQy0XyUbPLC2kATB,143655
0.547,0.294,-10.202,0.0482,0.0607,0.786,0.0933,0.11,105.027,4LkLfPYc3yjOta7Gk8FDRB,246240
0.669,0.727,-7.588,0.0353,0.139,0.0,0.123,0.807,102.322,6xkryXuiZU360Lngd4sx13,243493
0.814,0.808,-5.034,0.155,0.161,0.0,0.0616,0.738,99.816,7uYroF9RRrhRJBrigRvB6H,257333
0.688,0.716,-4.001,0.0297,0.131,0.0,0.134,0.352,96.043,4DJwdQDai9DLYBL9TNrEDo,247600
0.656,0.291,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971,4RCWB3V8V0dignt99LZ8vH,232533
0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97,0BCPKOYdS2jbQ8iyB56Zns,307880
0.514,0.898,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067,7clUVcSOtkNWa58Gw5RfD4,287907
0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,6nek1Nin9q48AVZcWs9e9D,278719
0.485,0.735,-5.125,0.0354,0.271,7.49e-06,0.0853,0.216,134.021,7fJFDK6XjYsXcMKNHESbot,267533
0.424,0.588,-5.455,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,2nvC4i2aMo4CzRjRflysah,226680
0.799,0.539,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.948,5Z3GHaZ6ec9bsiI5BenrbY,202547
0.542,0.813,-6.89,0.0429,0.0765,0.252,0.116,0.305,129.09,2PLi7OmleXPNBrGLon3sUy,234360
0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790
0.546,0.631,-5.757,0.0283,0.25,0.0,0.123,0.569,129.556,5fIrBv7PrI2MBcktQOcmpI,178147
0.463,0.367,-5.881,0.0686,0.769,0.0,0.0782,0.577,87.689,2o5woNaj4eQXCwbrJ001A2,192277
0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,7vGuf3Y35N4wmASOKLUVVU,180823
0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,0CokSRCu5hZgPxcZBaEzVE,220454
0.799,0.597,-5.131,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,0GxQ1A5L9xnMOytbP6eKBG,199849
0.629,0.717,-5.706,0.0638,0.0876,0.0,0.358,0.129,145.959,1DRW9bQzt2SE8f7H4KJZyL,260077
0.524,0.364,-10.209,0.0367,0.808,0.0,0.1,0.436,75.24,1RMJOxR6GRPsBHL8qeC2ux,209831
0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,4pAl7FkDMNBsjykPXo91B3,191600
0.726,0.772,-4.374,0.113,0.451,0.0,0.195,0.778,80.017,57ziFwpzuFkJi5nP91qnl4,246285
0.753,0.505,-7.621,0.255,0.534,2.58e-06,0.104,0.419,91.972,0EcQcdcbQeVJn9fknj44Be,197437
0.744,0.481,-8.291,0.0541,0.304,3.67e-06,0.0808,0.229,136.997,0pCxQv8dlUNFvWaySFx6y7,224449
0.381,0.552,-6.621,0.0656,0.421,2.29e-06,0.0788,0.383,179.623,1DlGTnBydbBcOSdC6XEZnq,189333
0.601,0.126,-9.403,0.0379,0.913,1.05e-06,0.148,0.348,119.916,2hTcD5aTYlQoTT76KofQam,229029
0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,263400
0.743,0.807,-3.78,0.0364,0.0435,0.0,0.309,0.899,144.062,3tCwjWLicbjsMCvXhN0WOE,224773
0.677,0.497,-5.763,0.0809,0.152,0.0,0.0911,0.419,99.137,0Zbbxnx4SGGHoIow4PpISP,236853
0.315,0.296,-13.262,0.0315,0.771,0.0,0.702,0.435,173.509,4LloVtxNZpeh7q7xdi1DQc,263573
0.673,0.514,-10.772,0.0465,0.0121,8.5e-05,0.385,0.312,100.035,6KjbNLbRjuoa8rEq5yNA6H,208000
0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,117.401,1JSTJqkT5qHq8MDJnJbRE1,253920
0.632,0.232,-12.326,0.0318,0.428,4.95e-06,0.215,0.673,119.136,7jmHyHMEqm9MJWiMAneF05,175493
0.626,0.134,-14.898,0.0298,0.467,0.0,0.113,0.239,91.893,1gVgkQFOKa8Wc1HYsJtPdH,334107
0.728,0.454,-9.281,0.0278,0.512,1.39e-06,0.0831,0.323,130.368,6G41H0Zd0kQ1WXWDoEotoJ,241160
0.594,0.5,-5.586,0.0255,0.076,9.86e-05,0.184,0.537,104.996,3ZP18us6p6LHOZMG1LLUjF,241093
0.793,0.386,-13.413,0.0819,0.597,0.31,0.0775,0.584,95.819,2tH28YyKYOldxhuBHoI79M,237373
0.675,0.751,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,7y9iMe8SOB6z3NoHE2OfXl,181279
0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873,1mXVgsBdtIVeCLJnSnmtdV,201000
0.655,0.603,-5.014,0.0555,0.0959,0.0,0.107,0.452,126.088,3T9CfDxFYqZWSKxd0BhZrb,190643
0.672,0.82,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,3NZJlJemX3mzjf56MqC5ML,278573
0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,247160
